Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
8330;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;14;F
8331;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;13;F
8332;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;261;12;F
8333;RUA URUGUAI;13318-000;BONFIM;JD. FAZENDINHA REAL;00S/N;11;F
8334;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;10;F
8335;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;325;9;F
8336;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;F
8337;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;330;7;F
8338;RUA VENEZUELA;13318-000;BONFIM;JD. FAZENDINHA REAL;00S/N;6;F
8339;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;5;F
8340;RUA VENEZUELA;-;BONFIM;JD. FAZENDINHA REAL;00S/N;4;F
8341;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;F
8342;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;F
8343;RUA ARGENTINA;13319-000;BONFIM;JD. FAZENDINHA REAL;00S/N;1;D
8344;RUA RUA CHILE;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;15;D
8345;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;14;D
8346;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;13;D
8347;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;12;D
8348;RUA VENEZUELA;13318-000;BONFIM;JD. FAZENDINHA REAL;00S/N;11;D
8349;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;10;D
8350;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;299;9;D
8351;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;D
8352;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;7;D
8353;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;302;6;D
8354;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;358;5;D
8355;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;262;4;D
8356;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;D
8357;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;D
8358;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;832;30-E;T
8359;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;12;1;T
8360;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;325;2;T
8361;RUA TAITI;13319-000;BONFIM;VILAREJO S DA SERRA;321;A-03;T
8362;RUA TAITI;13319-000;BONFIM;VILAREJO S DA SERRA;311;4;T
8363;RUA TAITI;13319-000;BONFIM;VILAREJO S DA SERRA;92;5;T
8364;RUA TAITI;-;BONFIM;VILAREJO S DA SERRA;00S/N;6;T
8365;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;132 A;A-07;T
8366;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;8;T
8367;RUA TAITI;-;BONFIM;VILAREJO S DA SERRA;00S/N;9;T
8368;RUA TAITI;-;BONFIM;VILAREJO S DA SERRA;00S/N;10;T
8369;RUA TAITI;-;BONFIM;VILAREJO S DA SERRA;6;11;T
8370;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;12;T
8371;RUA HOLANDA;00000-000;BONFIM;VILAREJO S DA SERRA;71/75;13;T
8372;RUA HOLANDA;13319-000;BONFIM;VILAREJO S DA SERRA;39;14-E;T
8373;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;492;15-C;T
8374;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16;T
8375;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;546;17-C;T
8376;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;556;18;T
8377;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;576;19-B;T
8378;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;610;20;T
8379;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;630;21;T
8380;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;650;22;T
8381;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;656;C-23;T
8382;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;688;24-C;T
8383;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;25-B;T
8384;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;720;26;T
8385;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;722/7;B-27;T
8386;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;0776/;28;T
8387;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;790;29;T
8388;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;330/8;A-34;S
8390;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;356;2;S
8391;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;357;3;S
8392;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;317;4;S
8393;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;297;A-05;S
8394;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;0;A-06;S
8395;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;7;S
8396;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;0;8;S
8397;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;217;9;S
8398;RUA LITUANIA;00000-000;BONFIM;VILAREJO S DA SERRA;180;A-10;S
8399;RUA NORUEGA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;11;S
8400;RUA NORUEGA;00000-000;BONFIM;VILAREJO S DA SERRA;131;12;S
8401;RUA NORUEGA;00000-000;BONFIM;VILAREJO S DA SERRA;111;13;S
8402;RUA NORUEGA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;14;S
8403;RUA NORUEGA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;15;S
8404;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;338;16;S
8405;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;386;17;S
8406;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;378;18;S
8407;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;406;19;S
8408;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;20;S
8409;RUA HOLANDA;00000-000;BONFIM;VILAREJO S DA SERRA;74;21;S
8410;RUA HOLANDA;13319-000;BONFIM;VILAREJO S DA SERRA;90;A-22;S
8411;RUA HOLANDA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;23;S
8412;RUA HOLANDA;00000-000;BONFIM;VILAREJO S DA SERRA;134/1;24;S
8413;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;42186;25;S
8414;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;26;S
8415;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;174/1;27;S
8416;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;165;28;S
8417;RUA TAITI;13319-000;BONFIM;VILAREJO S DA SERRA;145;29;S
8418;RUA TAITI;13319-000;BONFIM;VILAREJO S DA SERRA;115;30-A;S
8419;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;105;31;S
8420;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;85;32;S
8421;RUA TAITI;00000-000;BONFIM;VILAREJO S DA SERRA;65;33;S
8422;RUA 2;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;1;B
8423;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;B
8424;RUA ARGENTINA;13319-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;B
8425;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;305;4;B
8426;RUA ARGENTINA;13318-000;BONFIM;JD. FAZENDINHA REAL;325;5;B
8427;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;6;B
8428;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;7;B
8429;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;B
8430;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;9;B
8431;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;10;B
8432;RUA ARGENTINA;13319-000;BONFIM;JD. FAZENDINHA REAL;483;11;B
8433;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;12;B
8434;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;1033;1;U
8435;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;819;2;U
8436;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;833;3;U
8437;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;779-A;04-A;U
8438;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;759;5;U
8439;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;739;6;U
8440;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;719;7;U
8441;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;699;8;U
8442;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-09;U
8443;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;657;10;U
8444;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;637;11;U
8445;RUA INGLATERRA;13315-000;BONFIM;VILAREJO S DA SERRA;00S/N;12;U
8446;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;597;13;U
8447;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;579;14;U
8448;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;577;15;U
8449;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;525/5;16;U
8450;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;519;17;U
8451;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;489;18;U
8452;RUA INGLATERRA;13319-000;BONFIM;;467;19;U
8453;RUA LIBIA;13318-000;BONFIM;VILAREJO S DA SERRA;00S/N;20;U
8454;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;1;F
8455;RUA CONGO;13319-000;BONFIM;VILAREJO S DA SERRA;155;2;F
8456;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;182;3;F
8457;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;115;4;F
8458;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;85;05-A;F
8459;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;F
8460;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;480;7;F
8461;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;506;8;F
8462;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;522;9;F
8463;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;40;10;F
8464;RUA EGITO;-;BONFIM;VILAREJO S DA SERRA;00S/N;11;F
8465;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;70;12;F
8466;RUA EGITO;13319-000;BONFIM;VILAREJO S DA SERRA;88;A-13;F
8467;RUA EGITO;-;BONFIM;VILAREJO S DA SERRA;118;14;F
8468;RUA EGITO;-;BONFIM;VILAREJO S DA SERRA;00S/N;15;F
8469;RUA EGITO;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;P/16;F
8471;RUA GRECIA;00000-000;BONFIM;VILAREJO S DA SERRA;98;13;G
8472;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;173;1;G
8473;RUA EGITO;-;BONFIM;VILAREJO S DA SERRA;00S/N;2;G
8474;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;95;03-A;G
8475;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;81;4;G
8476;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;5;G
8477;RUA EGITO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;G
8478;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;644;7;G
8479;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;8;G
8480;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;680;9;G
8481;RUA GRECIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-10;G
8482;RUA GRECIA;00000-000;BONFIM;VILAREJO S DA SERRA;108;11;G
8483;RUA GRECIA;00000-000;BONFIM;VILAREJO S DA SERRA;128;12;G
8484;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;1;E
8485;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;2;E
8486;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;135/1;03-A;E
8487;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;115;4;E
8488;RUA ARGELIA;13319-000;BONFIM;VILAREJO S DA SERRA;95;5;E
8489;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;E
8490;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;392;7;E
8491;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;392;8;E
8492;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;416;9;E
8493;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;440;10-A;E
8494;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;11;11;E
8495;RUA CONGO;13319-000;BONFIM;VILAREJO S DA SERRA;80;12;E
8496;RUA CONGO;-;BONFIM;VILAREJO S DA SERRA;100;13;E
8497;RUA CONGO;-;BONFIM;VILAREJO S DA SERRA;120;14;E
8498;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;140;15;E
8499;RUA CONGO;00000-000;BONFIM;VILAREJO S DA SERRA;170;16;E
8500;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;461;22;V
8501;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;461;21;V
8502;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;421;20;V
8503;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;19;V
8504;RUA INGLATERRA;13318-000;BONFIM;VILAREJO S DA SERRA;371;18;V
8505;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;351;17;V
8506;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;323;C-16;V
8507;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;319;15;V
8508;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;299;14;V
8509;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;279;13;V
8510;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;12;V
8511;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;237;11;V
8512;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;237;10;V
8513;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;187;9;V
8514;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;177;8;V
8515;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;145;7;V
8516;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;V
8517;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;105;5;V
8518;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;4;V
8519;RUA INGLATERRA;13319-000;BONFIM;VILAREJO S DA SERRA;85;03-D;V
8520;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;61;2;V
8521;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;01-G;V
8522;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;1;J
8523;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;17;J
8524;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16;J
8525;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;107;15;J
8526;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;14;J
8527;RUA AMBROSIO CASTALDI FILHO;-;BONFIM;VILAREJO S DA SERRA;00S/N;13;J
8528;RUA AMBROSIO CASTALDI FILHO;13319-000;BONFIM;VILAREJO S DA SERRA;449;12;J
8529;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;11;J
8530;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;120;10;J
8531;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;140;9;J
8532;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;162;8;J
8533;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;157;7;J
8534;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;J
8535;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;5;J
8536;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;4;J
8537;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;3;J
8538;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;2;J
8539;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;10;D
8540;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;60;11;D
8541;RUA ARGELIA;13319-000;BONFIM;VILAREJO S DA SERRA;80;12;D
8542;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;100;13;D
8543;RUA ARGELIA;00000-000;BONFIM;VILAREJO S DA SERRA;120;14;D
8544;RUA ARGELIA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;15;D
8545;RUA ARGELIA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;16;D
8546;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;1;D
8547;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;2;D
8548;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;135;3;D
8549;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;4;D
8550;RUA ANGOLA;13319-000;BONFIM;VILAREJO S DA SERRA;91;5;D
8551;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;71;6;D
8552;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;51;7;D
8553;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;8;D
8554;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;9;D
8555;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;815;1;K
8556;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;815;2;K
8557;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;759;3;K
8558;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;30;4;K
8559;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;50;30;K
8560;RUA MARROCOS;13318-000;BONFIM;VILAREJO S DA SERRA;70;29;K
8561;RUA MARROCOS;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;28;K
8562;RUA MARROCOS;13319-000;BONFIM;VILAREJO S DA SERRA;94;27;K
8563;RUA MARROCOS;-;BONFIM;VILAREJO S DA SERRA;118/1;26;K
8564;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;183;25;K
8565;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;131;24;K
8566;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;23;K
8567;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;91;22;K
8568;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;71;21;K
8569;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;248;20;K
8570;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;19;K
8571;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;18;K
8572;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;727;17;K
8573;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16;K
8574;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;305;15;K
8575;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;315;14;K
8576;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;13;K
8577;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;12;K
8578;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;138;11;K
8579;RUA SOMALIA;00000-000;BONFIM;VILAREJO S DA SERRA;166;10;K
8580;RUA RODESIA;00000-000;BONFIM;VILAREJO S DA SERRA;169;9;K
8581;RUA RODESIA;00000-000;BONFIM;VILAREJO S DA SERRA;131;8;K
8582;RUA RODESIA;00000-000;BONFIM;VILAREJO S DA SERRA;133;7;K
8583;RUA RODESIA;00000-000;BONFIM;VILAREJO S DA SERRA;103/1;6;K
8584;RUA RODESIA;00000-000;BONFIM;VILAREJO S DA SERRA;93;5;K
8585;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;1;I
8586;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;177;25;I
8587;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;141;24;I
8588;RUA AUSTRIA;-;BONFIM;VILAREJO S DA SERRA;131;23;I
8589;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;22;I
8590;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;129;21;I
8591;RUA AUSTRIA;-;BONFIM;VILAREJO S DA SERRA;00S/N;20;I
8592;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;19;I
8593;RUA AUSTRIA;00000-000;BONFIM;VILAREJO S DA SERRA;21;18;I
8594;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;399;17;I
8595;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;333;16;I
8596;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;301;15;I
8597;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;14;I
8598;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;13;I
8599;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;12;I
8600;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;11;I
8601;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;949;10;I
8602;RUA OTILIA IANSEN CASTALDI;-;BONFIM;VILAREJO S DA SERRA;107;9;I
8603;RUA OTILIA IANSEN CASTALDI;13319-000;BONFIM;VILAREJO S DA SERRA;214;8;I
8604;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;244;7;I
8605;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;I
8606;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;5;I
8607;RUA NIGERIA;00000-000;BONFIM;JD.RESID.BELA VISTA;227;4;I
8608;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;88;3;I
8609;RUA NIGERIA;00000-000;BONFIM;VILAREJO S DA SERRA;199;2;I
8610;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16;C
8611;RUA ABSSINIA;-;BONFIM;VILAREJO S DA SERRA;175;1;C
8612;RUA ABSSINIA;-;BONFIM;VILAREJO S DA SERRA;00S/N;2;C
8613;RUA ABSSINIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;3;C
8614;RUA ABSSINIA;-;BONFIM;VILAREJO S DA SERRA;00S/N;4;C
8615;RUA ABSSINIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;5;C
8616;RUA ABSSINIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;C
8617;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;156;7;C
8618;RUA AMBROSIO CASTALDI FILHO;-;BONFIM;VILAREJO S DA SERRA;180;8;C
8619;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;204;9;C
8620;RUA AMBROSIO CASTALDI FILHO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;10;C
8621;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;56;11;C
8622;RUA ANGOLA;-;BONFIM;VILAREJO S DA SERRA;98;12;C
8623;RUA ANGOLA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-13;C
8624;RUA ANGOLA;13319-000;BONFIM;VILAREJO S DA SERRA;120;14;C
8625;RUA ANGOLA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-15;C
8626;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;413;20;H
8627;RUA OTILIA IANSEN CASTALDI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;19;H
8628;RUA OTILIA IANSEN CASTALDI;-;BONFIM;VILAREJO S DA SERRA;00S/N;18;H
